(주)티브로드동대문케이블방송		27.115.128.0	27.115.191.255	
(주)티브로드동대문케이블방송	NoAssign	27.115.128.0	27.115.191.255	
(주)티브로드동대문케이블방송	NoAssign	27.115.135.231	27.115.135.231	
(주)티브로드 홀딩스 중부방송	NoAssign	27.117.192.0	27.117.255.255	
(주)티브로드강서방송	NoAssign	27.117.128.0	27.117.191.255	
(주)티브로드강서방송	NoAssign	27.117.131.157	27.117.131.157	
(주)티브로드 홀딩스 중부방송	NoAssign	27.117.196.222	27.117.196.222	
(주)큐릭스대구방송	(주)큐릭스대구방송	27.118.64.0	27.118.127.255	
주식회사 티브로드 한빛방송	주식회사 티브로드 한빛방송	27.119.128.0	27.119.255.255	
(주)티브로드수원방송	티씨엔대구방송(주)	27.124.224.0	27.124.239.255	
주식회사 씨제이헬로비전	NoAssign	36.38.110.179	36.38.110.179	
에스케이브로드밴드주식회사	NoAssign	39.113.31.15	39.113.31.15	
(주)엘지유플러스	NoAssign	58.29.24.3	58.29.24.3	
(주)서경방송	(주)서경방송	58.65.64.0	58.65.127.255	
(주)엘지유플러스	(주)엘지유플러스	58.72.239.0	58.72.239.255	
(주)엘지유플러스	NoAssign	58.72.133.146	58.72.133.146	
(주)엘지유플러스	에이치디에스아이	58.76.153.0	58.76.153.255	
(주)엘지유플러스	파워콤	58.77.128.0	58.77.191.255	
(주)엘지유플러스	파워콤	58.78.176.0	58.78.191.255	
(주)엘지유플러스	파워콤	58.78.240.0	58.78.255.255	
(주)엘지유플러스	파워콤	58.79.128.0	58.79.159.255	
오토에버시스템즈(주)	오토에버시스템즈(주)	58.87.32.0	58.87.63.255	
에스케이텔레콤(주)	아이엠비씨	58.102.158.0	58.102.159.255	
에스케이텔레콤(주)	지멘스	58.102.106.0	58.102.106.255	
에스케이브로드밴드주식회사	NoAssign	58.120.202.200	58.120.202.200	
(주)씨앤앰	씨앤앰강동케이블TV(주)	58.140.64.0	58.140.95.255	
(주)씨앤앰	한국케이블티브이구로방송(주)	58.141.80.0	58.141.83.255	
(주)씨앤앰	(주)한국케이블TV북부방송	58.142.192.0	58.142.207.255	
(주)씨앤앰	한국케이블티브이서서울방송(주)	58.142.240.0	58.142.247.255	
(주)큐릭스네트웍스	오투피씨방쌍문점	58.145.6.128	58.145.6.191	
(주)큐릭스네트웍스	리니지PC방방학동	58.145.38.128	58.145.38.255	
주식회사 씨제이헬로비전	(주)한국CATV영동방송	58.146.192.0	58.146.255.255	
(주)엘지유플러스	파워콤	58.148.83.0	58.148.83.127	
(주)엘지유플러스	(주)엘지유플러스	58.149.211.0	58.149.211.255	
(주)엘지유플러스	(주)엘지유플러스	58.149.229.0	58.149.229.255	
(주)엘지유플러스	(주)엘지유플러스	58.149.210.0	58.149.210.127	
(주)엘지유플러스	(주)이지빌	58.150.116.0	58.150.116.255	
(주)온세텔레콤	바르질라현대엔진	58.180.95.0	58.180.95.255	
(주)엘지유플러스	NoAssign	58.184.141.40	58.184.141.40	
에스케이브로드밴드주식회사	NoAssign	58.224.233.247	58.224.233.247	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	58.239.144.0	58.239.159.255	
주식회사 케이티	전남과학대학장	59.0.172.0	59.0.172.255	
주식회사 씨제이헬로비전	(주)씨제이헬로비전드림씨티방송	59.86.192.0	59.86.255.255	
드림라인(주)	문화유선	59.150.236.0	59.150.236.255	
드림라인(주)	양천구청	59.150.51.0	59.150.51.255	
(주)강원네트웍스	(주)강원네트웍스	59.152.128.0	59.152.191.255	
(주)엘지유플러스	메가웹스테이션	59.186.125.0	59.186.125.127	
(주)엘지유플러스	(주)에이치디에스아이	59.187.192.0	59.187.255.255	
(주)엘지유플러스	현대HCN 동작방송	59.187.232.0	59.187.239.255	
(주)엘지유플러스	(주)엘지유플러스	60.197.112.0	60.197.127.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.254.160.0	61.255.255.255	
주식회사 씨제이헬로비전	주식회사 씨제이케이블넷	61.4.192.0	61.4.255.255	
(주)엘지유플러스	(주)능률교육	61.32.254.0	61.32.254.255	
(주)엘지유플러스	인터파워PC방	61.32.104.128	61.32.104.191	
(주)엘지유플러스	한국토지공사 동방웨딩문화원	61.36.167.128	61.36.167.191
(주)엘지유플러스	NoAssign	61.40.192.68	61.40.192.68	
(주)엘지유플러스	(주)다음커뮤니케이션	61.41.24.0	61.41.24.255	
(주)티브로드새롬방송	(주)티브로드새롬방송	61.47.192.0	61.47.255.255	
주식회사 케이티	주식회사포스텍	61.75.253.0	61.75.253.255	
주식회사 케이티	주식회사 케이티	61.76.187.0	61.76.187.255	
주식회사 케이티	성모병원	61.78.113.0	61.78.113.255	
주식회사 케이티	주식회사 케이티	61.78.154.0	61.78.154.255	
주식회사 케이티	주식회사 케이티	61.82.4.0	61.82.4.255	
주식회사 케이티	주식회사 케이티	61.84.10.128	61.84.10.255	
주식회사 케이티	주식회사 케이티	61.84.107.128	61.84.107.191	
드림라인(주)		61.96.128.0	61.96.255.255	
드림라인(주)	NoAssign	61.96.128.0	61.96.255.255	
드림라인(주)	NoAssign	61.96.197.2	61.96.197.2	
(주)아름방송네트워크	(주)아름방송네트워크	61.97.224.0	61.97.239.255	
주식회사 씨제이헬로비전	(주)씨제이헬로비전드림씨티방송	61.97.192.0	61.97.223.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.98.132.0	61.98.132.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.99.17.0	61.99.17.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.99.58.0	61.99.58.255	
(주)티브로드에이비씨방송	(주)티브로드에이비씨방송	61.100.192.0	61.100.223.255	
신라대학교	신라대학교	61.100.224.0	61.100.239.255	
(주)엘지유플러스	(주)엘지유플러스	61.101.244.0	61.101.247.255	
(주)큐릭스네트웍스	(주)큐릭스	61.102.128.0	61.102.255.255	
(주)큐릭스네트웍스	(주)큐릭스종로중구방송	61.102.128.0	61.102.143.255	
주식회사 씨제이헬로비전	드림씨티은평방송	61.102.96.0	61.102.127.255	
에스케이텔레콤(주)	수시스템	61.104.156.0	61.104.159.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.105.192.0	61.105.207.255	
;(주)케이티네트웍스	(주)케이티네트웍스	61.106.128.0	61.106.191.255	
(주)케이티네트웍스	SK 커뮤니케이션즈	61.106.160.0	61.106.161.255	
주식회사 씨제이헬로비전	드림씨티은평방송	61.106.85.0	61.106.85.255	
주식회사 씨제이헬로비전	드림씨티은평방송	61.106.88.0	61.106.88.255	
주식회사 씨제이헬로비전	드림씨티은평방송	61.106.95.0	61.106.95.255	
주식회사 씨제이헬로비전	드림씨티은평방송	61.106.103.0	61.106.103.255	
주식회사 씨제이헬로비전	드림씨티은평방송	61.106.118.0	61.106.118.255	
주식회사 티브로드 한빛방송	주식회사 티브로드 한빛방송	61.106.192.0	61.106.223.255	
케이디디아이코리아(주)	한국닌텐도	61.106.19.64	61.106.19.127	
드림라인(주)	리버스톤챤스	61.107.100.128	61.107.100.191	
(주)엘지유플러스	(주)엘지유플러스	61.108.14.0	61.108.15.255	
(주)세종텔레콤	NoAssign	61.109.128.0	61.109.255.255	
(주)세종텔레콤	NoAssign	61.109.177.150	61.109.177.150	
(주)온세텔레콤	수영도서관	61.110.93.192	61.110.93.255	
(주)엘지유플러스	다음커뮤니케이션	61.111.60.0	61.111.63.255	
(주)온세텔레콤	경남도민일보사	61.111.112.0	61.111.191.255	
(주)온세텔레콤	경남도민일보사	61.111.157.0	61.111.157.63	
(주)씨앤앰	(주)씨앤앰경기케이블티브이	61.247.128.0	61.247.159.255	
(주)티브로드 홀딩스 전주방송	주식회사 티브로드 전주방송	61.247.64.0	61.247.127.255	
엔에이치엔비즈니스플랫폼주식회사	NHN(주)	61.247.192.0	61.247.223.255	
(주)온세텔레콤	한국수력원자력	61.248.176.0	61.248.191.255	
(주)온세텔레콤	부산문화방송	61.249.224.0	61.249.255.255	
//(주)세종텔레콤	대우엔지니어링	61.250.96.0	61.250.127.255	
(주)세종텔레콤	아이뱅크넷-장미마을	61.250.96.0	61.250.127.255	
(주)하이라인닷넷	(주)제이에이치케어	61.250.128.0	61.250.191.255	
(주)하이라인닷넷	NoAssign	61.250.192.0	61.250.255.255	
(주)하이라인닷넷	의료법인양평의료재단	61.250.136.208	61.250.136.239	
(주)하이라인닷넷	NoAssign	61.250.237.93	61.250.237.93	
(주)케이티네트웍스	NoAssign	61.251.64.0	61.251.79.255	
(주)큐릭스네트웍스	(주)큐릭스네트웍스	61.251.192.0	61.251.223.255	
(주)큐릭스네트웍스	NoAssign	61.251.224.0	61.251.255.255	
아이링크코리아(주)	에이스테크노타워6차	61.251.176.0	61.251.191.255	
(주)케이티네트웍스	NoAssign	61.251.70.92	61.251.70.92	
아이링크코리아(주)	에이스테크노타워6차	61.251.178.0	61.251.178.127	
(주)큐릭스네트웍스	NoAssign	61.251.228.23	61.251.228.23	
(주)씨앤앰	(주)씨앤앰경기케이블티브이	61.252.96.0	61.252.111.255	
(주)티브로드에이비씨방송	(주)티브로드에이비씨방송	61.252.192.0	61.252.255.255	
두루안	NoAssign	61.252.128.0	61.252.159.255	
두루안	NoAssign	61.252.149.163	61.252.149.163	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.253.96.0	61.253.111.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.254.225.0	61.254.225.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	61.254.248.0	61.254.248.255	
한국조폐공사	한국조폐공사	103.4.48.0	103.4.51.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.44.192.0	110.45.127.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.8.48.0	110.8.63.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.9.80.0	110.9.111.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.9.192.0	110.9.207.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.11.240.0	110.11.255.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.12.32.0	110.12.63.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.12.80.0	110.12.95.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.12.144.0	110.12.191.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.13.192.0	110.13.207.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	110.13.224.0	110.13.239.255	
주식회사 현대에이치씨엔	주식회사 현대에이치씨엔	110.35.128.0	110.35.255.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.44.224.0	110.44.239.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.45.32.0	110.45.47.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.46.128.0	110.46.159.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.47.64.0	110.47.79.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.47.144.0	110.47.159.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	110.47.240.0	110.47.255.255	
(주)씨앤앰강남케이블티브이	(주)씨앤앰강남케이블티브이	110.92.128.0	110.92.255.255	
(주)큐릭스대구방송	(주)큐릭스대구방송	111.65.128.0	111.65.191.255	
엔에이치엔비즈니스플랫폼주식회사	NHN(주)2	111.91.128.0	111.91.143.255	
한국케이블TV광주방송	KCTV광주방송	111.91.144.0	111.91.191.255	
주식회사 현대에이치씨엔	(주)HCN부산방송	111.118.64.0	111.118.79.255	
주식회사 현대에이치씨엔	주식회사 현대에이치씨엔	111.118.56.0	111.118.63.255	
주식회사 현대에이치씨엔	(주)HCN충북방송	112.72.128.0	112.72.255.255	
(주)엘지유플러스	NoAssign	112.76.215.100	112.76.215.100	
삼성에스디에스(주)	NoAssign	112.108.2.3	112.108.2.3	
(주) 씨엠비광주방송	씨엠비 광주동부방송	112.133.128.0	112.133.191.255	
(주)넥스지	넥스지	112.136.142.0	112.136.142.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	112.140.192.0	112.140.255.255	
티씨엔대구방송(주)	티씨엔대구방송(주)	112.140.64.0	112.140.127.255	
(주)엘지유플러스	엘지파워콤	112.144.32.0	112.144.47.255	
(주)엘지유플러스	엘지파워콤	112.144.176.0	112.144.191.255	
(주)엘지유플러스	엘지파워콤	112.144.240.0	112.144.255.255	
(주)엘지유플러스	엘지파워콤	112.145.48.0	112.145.63.255	
(주)엘지유플러스	엘지파워콤	112.146.176.0	112.146.207.255	
(주)엘지유플러스	엘지파워콤	112.146.240.0	112.146.255.255	
(주)엘지유플러스	엘지파워콤	112.148.176.0	112.148.191.255	
(주)엘지유플러스	엘지파워콤	112.149.16.0	112.149.31.255	
(주)엘지유플러스	엘지파워콤	112.149.176.0	112.149.191.255	
(주)엘지유플러스	엘지파워콤	112.149.240.0	112.149.255.255	
(주)엘지유플러스	엘지파워콤	112.150.176.0	112.150.191.255	
(주)엘지유플러스	엘지파워콤	112.151.16.0	112.151.31.255	
(주)엘지유플러스	엘지파워콤	112.151.48.0	112.151.63.255	
(주)엘지유플러스	엘지파워콤	112.151.192.0	112.151.223.255	
(주)엘지유플러스	엘지파워콤	112.153.16.0	112.153.31.255	
(주)엘지유플러스	엘지파워콤	112.153.112.0	112.153.127.255	
(주)엘지유플러스	엘지파워콤	112.153.192.0	112.153.207.255	
(주)엘지유플러스	엘지파워콤	112.154.128.0	112.154.175.255	
(주)엘지유플러스	엘지파워콤	112.155.176.0	112.155.207.255	
(주)엘지유플러스	엘지파워콤	112.156.176.0	112.156.191.255	
(주)엘지유플러스	엘지파워콤	112.156.224.0	112.156.239.255	
(주)엘지유플러스	엘지파워콤	112.158.16.0	112.158.31.255	
(주)엘지유플러스	엘지파워콤	112.158.48.0	112.158.79.255	
(주)엘지유플러스	엘지파워콤	112.158.240.0	112.158.255.255	
(주)엘지유플러스	엘지파워콤	112.159.16.0	112.159.31.255	
(주)엘지유플러스	엘지파워콤	112.159.48.0	112.159.63.255	
(주)엘지유플러스	엘지파워콤	112.159.96.0	112.159.111.255	
(주)엘지유플러스	엘지파워콤	112.159.128.0	112.159.143.255	
주식회사 케이티	주식회사 케이티	112.160.87.0	112.160.87.255	
주식회사 케이티	주식회사 케이티	112.161.232.0	112.161.232.255	
주식회사 케이티	(주)KT제주본부	112.164.220.0	112.164.220.255	
주식회사 케이티	주식회사 케이티	112.164.59.0	112.164.59.255	
주식회사 케이티	주식회사 케이티	112.166.15.0	112.166.15.255	
주식회사 케이티	주식회사 케이티	112.170.12.0	112.170.12.255	
주식회사 케이티	주식회사케이티	112.170.4.0	112.170.4.255	
주식회사 케이티	주식회사 케이티	112.172.182.0	112.172.182.255	
주식회사 케이티	주식회사 케이티	112.187.191.0	112.187.191.255	
(주)씨앤앰	(주)씨앤앰마포케이블티브이	112.214.112.0	112.214.127.255	
(주)씨앤앰	(주)한국케이블TV동서울방송	112.214.192.0	112.214.207.255	
(주)엘지유플러스	(주)엘지유플러스	112.216.64.0	112.216.71.255	
(주)엘지유플러스	(주)엘지유플러스	112.216.80.0	112.216.111.255	
(주)엘지유플러스	(주)엘지유플러스	112.217.208.0	112.217.223.255	
(주)엘지유플러스	(주)엘지유플러스	112.218.240.0	112.218.255.255	
(주)엘지유플러스	(주)엘지유플러스	112.219.80.0	112.219.95.255	
(주)엘지유플러스	(주)엘지유플러스	112.220.144.0	112.220.159.255	
(주)엘지유플러스	(주)엘지유플러스	112.222.16.0	112.222.31.255	
(주)엘지유플러스	(주)엘지유플러스	112.222.192.0	112.222.207.255	
(주)엘지유플러스	(주)엘지유플러스	112.222.240.0	112.222.255.255	
(주)엘지유플러스	(주)엘지유플러스	112.223.176.0	112.223.191.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	113.130.128.0	113.131.255.255	
(주)미래와사람	(주)미래와사람	113.30.64.0	113.30.127.255	
(주)티브로드동대문케이블방송	(주)티브로드동대문케이블방송	113.30.32.0	113.30.47.255	
(주)현대에이치씨엔새로넷방송	(주)한국케이블티브이새로넷방송	113.59.128.0	113.59.191.255	
주식회사티브로드기남방송	주식회사티브로드기남방송	113.60.16.0	113.60.31.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	113.131.80.0	113.131.95.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	113.131.192.0	113.131.223.255	
한국교육전산망협의회	성신여자대학교	113.198.24.0	113.198.27.255	
에스케이텔레콤(주)	에스케이텔레콤(주)	113.216.48.0	113.216.63.255	
(주)한국케이블TV호남방송	(주)한국케이블TV서남방송	114.30.128.0	114.30.255.255	
에스케이텔레콤(주)	아쉐뜨	114.52.220.0	114.52.223.255	
한국교육전산망협의회	광운대학교	114.70.64.0	114.70.65.255	
(주)티브로드동남방송	(주)티브로드동남방송	114.111.192.0	114.111.255.255	
(주)현대에이치씨엔새로넷방송		114.129.192.0	114.129.255.255	
(주)현대에이치씨엔새로넷방송	(주)한국케이블티브이새로넷방송	114.129.192.0	114.129.255.255	
주식회사 씨제이헬로비전	(주)씨제이헬로비전드림씨티방송	114.129.64.0	114.129.127.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.200.48.0	114.200.63.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.201.96.0	114.201.111.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.201.224.0	114.201.239.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.203.128.0	114.203.143.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.204.16.0	114.204.31.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.204.48.0	114.204.63.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.204.160.0	114.204.191.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.204.208.0	114.204.223.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.204.240.0	114.204.255.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.205.192.0	114.205.207.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.205.224.0	114.205.239.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.206.32.0	114.206.47.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.206.160.0	114.206.175.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.206.192.0	114.206.207.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.207.128.0	114.207.143.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.207.160.0	114.207.175.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	114.207.208.0	114.207.223.255	
주식회사 케이티	NoAssign	115.20.101.86	115.20.101.86	
주식회사 케이티	주식회사 케이티	115.21.239.0	115.21.239.255	
(주)강원네트웍스	NoAssign	115.31.96.0	115.31.127.255	
(주)강원네트웍스	NoAssign	115.31.114.223	115.31.114.223	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	115.40.208.0	115.40.223.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	115.41.128.0	115.41.143.255	
주식회사 씨제이헬로비전	주식회사 씨제이헬로비전	115.41.240.0	115.41.255.255	
한국케이블 티브이 포항방송	한국케이블 티브이 포항방송	115.69.112.0	115.69.127.255	
(주)영서방송	NoAssign	115.86.122.83	115.86.122.83	
(주)엘지유플러스	(주)엘지유플러스	115.90.32.0	115.90.95.255	
(주)엘지유플러스	(주)엘지유플러스	115.90.224.0	115.90.239.255	
(주)엘지유플러스	(주)엘지유플러스	115.91.64.0	115.91.79.255	
(주)엘지유플러스	(주)엘지유플러스	115.91.128.0	115.91.143.255	
(주)엘지유플러스	(주)엘지유플러스	115.91.224.0	115.91.239.255	
(주)엘지유플러스	(주)엘지유플러스	115.93.32.0	115.93.63.255	
(주)엘지유플러스	(주)엘지유플러스	115.93.144.0	115.93.159.255	
(주)엘지유플러스	(주)엘지유플러스	115.93.208.0	115.93.223.255	
(주)엘지유플러스	(주)엘지유플러스	115.93.240.0	115.93.255.255	
(주)엘지유플러스	(주)엘지유플러스	115.94.192.0	115.94.207.255	
(주)엘지유플러스	(주)엘지유플러스	115.94.216.0	115.94.219.255	
(주)엘지유플러스	(주)엘지유플러스	115.94.240.0	115.94.255.255	
(주)엘지유플러스	(주)엘지유플러스	115.95.102.0	115.95.103.255	
(주)엘지유플러스	(주)엘지유플러스	115.95.232.0	115.95.255.255	
남인천방송(주)	남인천방송(주)	115.126.192.0	115.126.255.255	
(주)엘지유플러스	엘지파워콤	115.136.128.0	115.136.143.255	
(주)엘지유플러스	엘지파워콤	115.136.224.0	115.136.239.255	
(주)엘지유플러스	엘지파워콤	115.137.80.0	115.137.95.255	
(주)엘지유플러스	엘지파워콤	115.137.144.0	115.137.223.255	
(주)엘지유플러스	엘지파워콤	115.138.144.0	115.138.159.255	
(주)엘지유플러스	엘지파워콤	115.139.128.0	115.139.143.255	
(주)엘지유플러스	엘지파워콤	115.139.208.0	115.139.223.255	
(주)엘지유플러스	엘지파워콤	115.139.240.0	115.139.255.255	
(주)엘지유플러스	엘지파워콤	115.140.32.0	115.140.47.255	
(주)엘지유플러스	엘지파워콤	115.140.240.0	115.140.255.255	
(주)엘지유플러스	엘지파워콤	115.142.48.0	115.142.63.255	
(주)엘지유플러스	엘지파워콤	115.142.80.0	115.142.95.255	
(주)엘지유플러스	엘지파워콤	115.143.96.0	115.143.111.255	
(주)엘지유플러스	엘지파워콤	115.143.160.0	115.143.175.255	
(주)엘지유플러스	엘지파워콤	115.143.224.0	115.143.239.255	
하이온넷(주)	하이온넷(주)	115.144.228.0	115.144.229.255	
(주)큐릭스네트웍스	(주)큐릭스광진성동방송	115.161.160.0	115.161.175.255	
(주)큐릭스네트웍스	(주)큐릭스네트웍스	115.161.48.0	115.161.79.255	
(주)큐릭스네트웍스	(주)큐릭스종로중구방송	115.161.192.0	115.161.223.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.32.80.0	116.32.95.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.32.192.0	116.32.207.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.33.208.0	116.33.223.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.34.48.0	116.34.63.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.34.192.0	116.34.207.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.34.224.0	116.34.239.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.35.240.0	116.35.255.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.36.80.0	116.36.95.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.36.160.0	116.36.223.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.37.80.0	116.37.95.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.38.128.0	116.38.143.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.39.144.0	116.39.159.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.40.208.0	116.40.223.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.41.208.0	116.41.223.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.42.16.0	116.42.31.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.44.32.0	116.44.47.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.44.192.0	116.44.223.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.45.128.0	116.45.143.255	
(주)엘지유플러스	주식회사 엘지파워콤	116.45.160.0	116.45.175.255	
인천국제공항공사	NoAssign	116.84.242.254	116.84.242.254	
(주)티브로드낙동방송	(주)티브로드북부산방송	116.93.192.0	116.93.255.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.120.32.0	116.120.47.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.120.112.0	116.120.127.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.120.144.0	116.120.159.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.121.48.0	116.121.63.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.121.80.0	116.121.95.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.122.208.0	116.122.223.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.123.80.0	116.123.95.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.123.192.0	116.123.207.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.124.176.0	116.124.191.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.127.16.0	116.127.47.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.127.160.0	116.127.175.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.127.208.0	116.127.223.255	
에스케이브로드밴드주식회사	에스케이브로드밴드주식회사	116.127.240.0	116.127.255.255	
주식회사 케이티	주식회사 케이티	116.201.160.0	116.201.175.255	
한국교육전산망협의회	배화여자대학교	117.16.32.0	117.16.33.255	
