true	오케이엔이티주식회사	오케이엔이티주식회사(허용)	; (주)한국복지방송 2012.12.28
true	(주)넥스지	드림어스(허용)	; (주)와이즈서텍 2012.12.28
true	정부통합전산센터	특허청
true	에스케이브로드밴드주식회사	와이티엔
true	주식회사 케이티	(주)연합뉴스
true	(주)조선일보사	조선일보사
true	주식회사 케이티	이데일리(주)
true	에스케이텔레콤(주)	국립국어원
true	부산대학교	부산대학교
true	에스케이브로드밴드주식회사	국립중앙도서관
true	주식회사 케이티	통일연구원	;2011.11.16
true	에스케이텔레콤(주)	허브링크(주)	; 2012.03.14
true	주식회사 케이티	대구시교육청	; 2012.05.21
true	삼성에스디에스(주)	크레듀	; 삼성경제연구소 15.09.22 최성기
true	(주)엘지유플러스	그린웹서비스	; 그린웹서비스 15.10.01 최성기
;true	에스케이텔레콤(주)	주식회사해법에듀(허용)	; 203, 206, 207, 208, 219, 220, 221, 222, 223, 224, 225, 226, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 244, 245, 246, 249, 250	// 2011.10.31
;false	주식회사 케이티	주식회사 케이티수도권고객센터	// 인터넷 서비스
;false	(주)세종텔레콤	제일씨앤씨	// 피방 라인
;false	(주)엘지유플러스	서울특별시교육청
;false	(주)엘지유플러스	충청북도단양교육청
;false	(주)엘지유플러스	충청북도음성교육청
;false	(주)엘지유플러스	충청북도충주교육청
;false	(주)케이티	광주광역시교육정보원	; 학교
;false	(주)케이티	대구시교육청
;false	대전시교육청	대전시교육청
;false	부산광역시교육연구정보원	부산광역시교육연구정보원
;false	에스케이텔레콤(주)	보은교육청
;false	주식회사 케이티	(재)대순진리회
;false	주식회사 케이티	(재)평화방송	;오대석 010-9040-9446
;false	주식회사 케이티	(주)에스비에스인터넷	;SBS 본사가 막혔다고 해서 풂
;false	한국과학기술원	한국과학기술원	;카이스트
;false	(주)엘지유플러스	현대HCN 동작방송	; 15.09.16 최성기	; 케이블 방송사 인터넷으로 보임	15.09.17 최성기
;false	(주)티브로드수원방송	티씨엔대구방송(주)	; 15.09.16 최성기	; 케이블 방송사 인터넷으로 보임	15.11.16 최성기
;false	(주)미래와사람	(주)미래와사람	; 일반 호스팅 업체로 보임.	16.07.01 최성기
;false	(주)씨에스테크놀로지	(주)씨에스테크놀로지	; 대역이 바뀜. 일반 회선으로 변경되어서 제거함.	17.04.12 최성기
;false	(주)씨에스테크놀로지	(주)자동차 생활	; 대역이 바뀜. 일반 회선으로 변경되어서 제거함.	17.04.12 최성기
false	(주)세종텔레콤	(주)글로벌웨이에스엘디	;대역이 바뀜.	17.12.13 최성기
false	주식회사 엘지유플러스	엔에이치엔 비지니스 플랫폼	; 15.09.16 최성기
false	에스케이주식회사	에스케이플래닛	; 15.09.16 최성기
false	주식회사 케이티	한국직업능력개발원	; 15.09.16 최성기
false	주식회사 엘지유플러스	한경닷컴	; 15.09.16 최성기
false	주식회사 케이티	(주)아주뉴스코퍼레이션	; 15.09.16 최성기
false	(주)엘림넷	아크로피스부천센터	; 15.09.16 최성기
